timestamp,ping
1553366464.804422,1
1553366465.852047,1
1553366466.895759,1
1553366467.946814,1
1553366469.072366,1
1553366470.108422,1
1553366471.176543,1
1553366472.181583,0
1553366473.185876,0
1553366474.189248,0
1553366475.196044,0
1553366476.202927,0
1553366477.209444,0
1553366478.216378,0
1553366479.222927,0
1553366480.229241,0
1553366481.235359,0
1553366482.241717,0
1553366483.247529,0
1553366484.253706,0
1553366485.26023,0
1553366486.264266,0
1553366487.270363,0
